Log Field Name,Data Type,Length,Message ID,Message Description,Message Meaning,Type,Category,Severity,Version
sender,string,128,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
sentbyte,uint64,20,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
service,string,36,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
sessionid,uint32,10,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
severity,string,8,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
srcintf,string,32,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
srcintfrole,string,10,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
srcip,ip,39,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
srcport,uint16,5,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
subject,string,256,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
subtype,string,20,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
time,string,8,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
to,string,512,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
trueclntip,ip,39,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
type,string,16,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
unauthuser,string,66,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
unauthusersource,string,66,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
url,string,512,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
user,string,256,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
vd,string,32,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
vrf,uint8,3,24577,LOG_ID_DLP_NOTIF,Data leak detected by specified DLP sensor rule,DLP,DLP,Notice,6.2.0
date,string,10,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
dlpextra,string,256,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
docsource,string,515,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
eventtime,uint64,20,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
eventtype,string,32,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
fctuid,string,32,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
level,string,11,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
logid,string,10,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
sensitivity,string,36,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
subtype,string,20,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
time,string,8,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
type,string,16,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
unauthuser,string,66,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
unauthusersource,string,66,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
vd,string,32,24578,LOG_ID_DLP_DOC_SOURCE,DLP fingerprint document source notice,DLP,DLP,Notice,6.2.0
date,string,10,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
dlpextra,string,256,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
docsource,string,515,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
eventtime,uint64,20,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
eventtype,string,32,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
fctuid,string,32,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
level,string,11,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
logid,string,10,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
sensitivity,string,36,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
subtype,string,20,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
time,string,8,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
type,string,16,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
unauthuser,string,66,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
unauthusersource,string,66,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
vd,string,32,24579,LOG_ID_DLP_DOC_SOURCE_ERROR,DLP fingerprint document source error,DLP,DLP,Warning,6.2.0
date,string,10,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
dstintf,string,32,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
dstintfrole,string,10,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
dstip,ip,39,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
dstport,uint16,5,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
eventtime,uint64,20,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
fctuid,string,32,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
group,string,64,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
level,string,11,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
logid,string,10,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
policyid,uint32,10,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
profile,string,64,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
proto,uint8,3,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
qclass,string,32,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
qname,string,256,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
qtype,string,32,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
qtypeval,uint16,5,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
sessionid,uint32,10,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
srcintf,string,32,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
srcintfrole,string,10,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
srcip,ip,39,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
srcmac,string,17,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
srcport,uint16,5,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
subtype,string,20,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
time,string,8,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
type,string,16,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
unauthuser,string,66,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
unauthusersource,string,66,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
user,string,256,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
vd,string,32,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
xid,uint16,5,54000,LOG_ID_DNS_QUERY,DNS query message,DNS,DNS-QUERY,Information,6.2.0
action,string,16,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
date,string,10,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
dstintf,string,32,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
dstintfrole,string,10,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
dstip,ip,39,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
dstport,uint16,5,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
error,string,256,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
eventtime,uint64,20,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
fctuid,string,32,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
group,string,64,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
level,string,11,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
logid,string,10,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
msg,string,512,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
policyid,uint32,10,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
profile,string,64,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
proto,uint8,3,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
qclass,string,32,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
qname,string,256,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
qtype,string,32,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
qtypeval,uint16,5,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
sessionid,uint32,10,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
srcintf,string,32,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
srcintfrole,string,10,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
srcip,ip,39,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
srcmac,string,17,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
srcport,uint16,5,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
subtype,string,20,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
time,string,8,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
type,string,16,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
unauthuser,string,66,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
unauthusersource,string,66,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
user,string,256,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
vd,string,32,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
xid,uint16,5,54200,LOG_ID_DNS_RESOLV_ERROR,DNS resolution error message,DNS,DNS-RESPONSE,Error,6.2.0
action,string,16,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
date,string,10,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
domainfilteridx,uint8,3,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
domainfilterlist,string,512,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
dstintf,string,32,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
dstintfrole,string,10,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
dstip,ip,39,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
dstport,uint16,5,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
eventtime,uint64,20,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
exchange,string,256,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
fctuid,string,32,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
group,string,64,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
ipaddr,string,512,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
level,string,11,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
logid,string,10,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
msg,string,512,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
policyid,uint32,10,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
profile,string,64,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
proto,uint8,3,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
qclass,string,32,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
qname,string,256,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
qtype,string,32,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
qtypeval,uint16,5,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
sessionid,uint32,10,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
srcintf,string,32,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
srcintfrole,string,10,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
srcip,ip,39,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
srcmac,string,17,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
srcport,uint16,5,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
subtype,string,20,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
time,string,8,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
type,string,16,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
unauthuser,string,66,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
unauthusersource,string,66,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
user,string,256,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
vd,string,32,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
xid,uint16,5,54400,LOG_ID_DNS_URL_FILTER_BLOCK,Domain blocked because it is in the domain-filter list,DNS,DNS-RESPONSE,Warning,6.2.0
action,string,16,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
date,string,10,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
domainfilteridx,uint8,3,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
domainfilterlist,string,512,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
dstintf,string,32,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
dstintfrole,string,10,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
dstip,ip,39,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
dstport,uint16,5,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
eventtime,uint64,20,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
exchange,string,256,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
fctuid,string,32,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
group,string,64,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
ipaddr,string,512,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
level,string,11,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
logid,string,10,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
msg,string,512,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
policyid,uint32,10,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
profile,string,64,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
proto,uint8,3,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
qclass,string,32,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
qname,string,256,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
qtype,string,32,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
qtypeval,uint16,5,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
sessionid,uint32,10,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
srcintf,string,32,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
srcintfrole,string,10,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
srcip,ip,39,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
srcmac,string,17,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
srcport,uint16,5,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
subtype,string,20,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
time,string,8,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
type,string,16,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
unauthuser,string,66,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
unauthusersource,string,66,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
user,string,256,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
vd,string,32,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
xid,uint16,5,54401,LOG_ID_DNS_URL_FILTER_ALLOW,Domain allowed because it is in the domain-filter list,DNS,DNS-RESPONSE,Information,6.2.0
action,string,16,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
botnetdomain,string,256,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
botnetip,ip,39,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
date,string,10,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
dstintf,string,32,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
dstintfrole,string,10,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
dstip,ip,39,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
dstport,uint16,5,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
eventtime,uint64,20,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
exchange,string,256,54600,LOG_ID_DNS_BOTNET_IP,Domain blocked by DNS botnet C&C (IP),DNS,DNS-RESPONSE,Warning,6.2.0
